ghn_ward_id,ma_xa,ten_xa,ghn_district_id,ten_huyen,ghn_province_id,ten_tinh,region,buu_cuc_ma,buu_cuc_ten,am_name,am_phone,nhan_vien,sl_lay,sl_giao
410613,22468,Xã Cam Thành Nam,1664,Thành phố Cam Ranh,208,Khánh Hòa,NTB,21479000,Bưu Cục 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,,,,,
70805,03502,Xã Nậm Ban,1984,Huyện Nậm Nhùn,264,Lai Châu,TBB,22660000,Bưu Cục 11 Trường Trinh-Xã Nậm Hàng-Lai Châu,,,,,
80806,02890,Xã Bảo Nhai,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
282520,,Xã Quảng Phong,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
410605,22408,Phường Cam Nghĩa,1664,Thành phố Cam Ranh,208,Khánh Hòa,NTB,21479000,Bưu Cục 571 Hùng Vương-Cam Nghĩa-TP.Cam Ranh-Khánh Hoà,,,,,
70804,03472,Xã Mường Mô,1984,Huyện Nậm Nhùn,264,Lai Châu,TBB,22660000,Bưu Cục 11 Trường Trinh-Xã Nậm Hàng-Lai Châu,,,,,
282507,16540,Xã Quảng Hải,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
350706,21250,Xã Nghĩa Kỳ,1738,Huyện Tư Nghĩa,242,Quảng Ngãi,TTB,20884000,Bưu Cục 366 Hai Bà Trưng-Quảng Ngãi-Quảng Ngãi,,,,,
360203,23371,Xã Đắk KRoong,1921,Huyện Đắk Glei,259,Kon Tum,TTB,21455001,Bưu Cục Vận Hành Xã Đăk Pék-Kon Tum,,,,,
80817,02881,Xã Nậm Mòn,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
282512,16546,Xã Quảng Lộc,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
360206,23374,Xã Đắk Môn,1921,Huyện Đắk Glei,259,Kon Tum,TTB,21455001,Bưu Cục Vận Hành Xã Đăk Pék-Kon Tum,,,,,
70801,03434,Thị trấn Nậm Nhùn,1984,Huyện Nậm Nhùn,264,Lai Châu,TBB,22660000,Bưu Cục 11 Trường Trinh-Xã Nậm Hàng-Lai Châu,,,,,
50711,01006,Xã Yên Cường,2075,Huyện Bắc Mê,227,Hà Giang,DBB,22856000,Bưu Cục K31 Thôn Nà Sài-Xã Minh Ngọc-Hà Giang,,,,,
500802,30193,Xã Bình Thành,1961,Huyện Lấp Vò,216,Đồng Tháp,ĐCL,22789000,Bưu Cục Ấp Bình Hiệp A-Xã Lấp Vò-Đồng Tháp,,,,,
360212,23359,Xã Xốp,1921,Huyện Đắk Glei,259,Kon Tum,TTB,21455001,Bưu Cục Vận Hành Xã Đăk Pék-Kon Tum,,,,,
70807,03475,Xã Nậm Hàng,1984,Huyện Nậm Nhùn,264,Lai Châu,TBB,22660000,Bưu Cục 11 Trường Trinh-Xã Nậm Hàng-Lai Châu,,,,,
440504,25942,Phường Dĩ An,1540,Thành phố Dĩ An,205,Bình Dương,HCM,22884000,Bưu Cục 79 Nguyễn Hiền-Dĩ An-Bình Dương,,,,,
80818,02872,Xã Tà Chải,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
80807,02896,Xã Cốc Lầu,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
80813,02875,Xã Na Hối,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
500804,30196,Xã Định An,1961,Huyện Lấp Vò,216,Đồng Tháp,ĐCL,22789000,Bưu Cục Ấp Bình Hiệp A-Xã Lấp Vò-Đồng Tháp,,,,,
282523,16555,Xã Quảng Thạch,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
480126,26068,Phường Hóa An,1536,Thành phố Biên Hòa,204,Đồng Nai,DNB,2542,Bưu Cục Hóa An-Biên Hòa-Đồng Nai,,,,,
80815,02887,Xã Nậm Khánh,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
50705,01000,Xã Lạc Nông,2075,Huyện Bắc Mê,227,Hà Giang,DBB,22856000,Bưu Cục K31 Thôn Nà Sài-Xã Minh Ngọc-Hà Giang,,,,,
1A0801,00316,Phường Đại Kim,1490,Quận Hoàng Mai,201,Hà Nội,HNO,22490000,Bưu Cục Hàng Vừa 1267 Giải Phóng-Q.Hoàng Mai-HN,,,,,
800150,,Thị Trấn Tân Phong,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
282530,16480,Xã Quảng Yên,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
350711,21244,Xã Nghĩa Thắng,1738,Huyện Tư Nghĩa,242,Quảng Ngãi,TTB,20884000,Bưu Cục 366 Hai Bà Trưng-Quảng Ngãi-Quảng Ngãi,,,,,
350106,21016,Phường Quảng Phú,1630,Thành phố Quảng Ngãi,242,Quảng Ngãi,TTB,20884000,Bưu Cục 366 Hai Bà Trưng-Quảng Ngãi-Quảng Ngãi,,,,,
360204,23368,Xã Đắk Long,1921,Huyện Đắk Glei,259,Kon Tum,TTB,21455001,Bưu Cục Vận Hành Xã Đăk Pék-Kon Tum,,,,,
360205,23347,Xã Đắk Man,1921,Huyện Đắk Glei,259,Kon Tum,TTB,21455001,Bưu Cục Vận Hành Xã Đăk Pék-Kon Tum,,,,,
560215,28864,Xã Sơn Hòa,1742,Huyện Châu Thành,213,Bến Tre,ĐCL,21998000,Bưu Cục 86 Tiên Thuỷ-Châu Thành-Bến Tre,,,,,
480409,26212,Xã Phú Tân,1700,Huyện Định Quán,204,Đồng Nai,DNB,20774000,Bưu Cục KP2 Tân Hiệp-Định Quán Đồng Nai,,,,,
500803,30205,Xã Bình Thạnh Trung,1961,Huyện Lấp Vò,216,Đồng Tháp,ĐCL,22789000,Bưu Cục Ấp Bình Hiệp A-Xã Lấp Vò-Đồng Tháp,,,,,
282526,16492,Xã Quảng Trung,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
341306,20719,Xã Đắc Pring,2177,Huyện Nam Giang,243,Quảng Nam,TTB,20137002,Bưu Cục Vận Hành Xã Nam Giang-Đà Nẵng,,,,,
350102,21010,Phường Lê Hồng Phong,1630,Thành phố Quảng Ngãi,242,Quảng Ngãi,TTB,20884000,Bưu Cục 366 Hai Bà Trưng-Quảng Ngãi-Quảng Ngãi,,,,,
50704,00985,Xã Giáp Trung,2075,Huyện Bắc Mê,227,Hà Giang,DBB,22856000,Bưu Cục K31 Thôn Nà Sài-Xã Minh Ngọc-Hà Giang,,,,,
590702,31801,Phường 2,2272,Thị xã Vĩnh Châu,218,Sóc Trăng,TNB,20229000,Bưu Cục 64 Đường 30/04 Vĩnh Châu-Sóc Trăng,,,,,
140303,03838,Xã Chiềng Công,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
140306,03829,Xã Chiềng Muôn,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
281903,16369,Xã Công Chính,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
250407,14176,Xã Giao Hà,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
282509,16471,Xã Quảng Hợp,1747,Huyện Quảng Xương,234,Thanh Hóa,BTB,21050000,Bưu Cục 558 đường Tố Hữu-Quảng Xương-Thanh Hóa,,,,,
50907,01150,Xã Khuôn Lùng,2052,Huyện Xín Mần,227,Hà Giang,DBB,20365001,Điểm xử lý hàng Xín Mần 2-Hà Giang,,,,,
360202,23356,Xã Đắk Choong,1921,Huyện Đắk Glei,259,Kon Tum,TTB,21455001,Bưu Cục Vận Hành Xã Đăk Pék-Kon Tum,,,,,
80810,,Xã Lầu Thí Ngài,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
80811,02842,Xã Lùng Cải,1892,Huyện Bắc Hà,269,Lào Cai,TBB,20985000,Bưu Cục 052 Ngọc Uyển-Bắc Hà-Lào Cai,,,,,
560210,28822,Xã Phú Đức,1742,Huyện Châu Thành,213,Bến Tre,ĐCL,21998000,Bưu Cục 86 Tiên Thuỷ-Châu Thành-Bến Tre,,,,,
140307,03844,Xã Chiềng San,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
90306,,Xã Năng Khả,1982,Huyện Na Hang,228,Tuyên Quang,DBB,22886000,Bưu Cục Đường Trần Phú-Xã Nà Hang-Tuyên Quang,,,,,
101122,06433,Xã Vân Nham,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
251002,14221,Thị trấn Thịnh Long,1840,Huyện Hải Hậu,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
280712,,Xã Lâm Sa,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281107,15049,Xã Tam Văn,3216,Huyện Lang Chánh,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281110,15031,Xã Yên Khương,3216,Huyện Lang Chánh,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
58054,29410,Xã Hòa Minh,1911,Huyện Châu Thành,214,Trà Vinh,ĐCL,22521000,Bưu Cục Khóm 4 TT Châu Thành-Xã Châu Thành-Trà Vinh,,,,,
140313,03826,Xã Nậm Păm,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
1B2320,09856,Xã Yên Sở,1805,Huyện Hoài Đức,201,Hà Nội,HNO,20374000,Bưu Cục 219 Sơn Đồng-Hoài Đức-HN,,,,,
280713,14959,Xã Lũng Cao,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
58058,29389,Xã Lương Hòa,1911,Huyện Châu Thành,214,Trà Vinh,ĐCL,22521000,Bưu Cục Khóm 4 TT Châu Thành-Xã Châu Thành-Trà Vinh,,,,,
90305,,Xã Khau Tinh,1982,Huyện Na Hang,228,Tuyên Quang,DBB,22886000,Bưu Cục Đường Trần Phú-Xã Nà Hang-Tuyên Quang,,,,,
281902,,Xã Công Bình,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
80103,02658,Phường Bình Minh,1682,Thành phố Lào Cai,269,Lào Cai,TBB,20650000,Bưu Cục 148 Hoàng Quốc Việt-TP.Lào Cai-Lào Cai,,,,,
310101,18859,Phường Bắc Lý,1619,Thành phố Đồng Hới,237,Quảng Bình,TTB,21419000,Bưu Cục Phường Bắc Lý-Đồng Hới-Quảng Bình,,,,,
251014,14317,Xã Hải Hòa,1840,Huyện Hải Hậu,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
280510,15001,Xã Trung Hạ,2000,Huyện Quan Sơn,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281111,15034,Xã Yên Thắng,3216,Huyện Lang Chánh,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
140310,03853,Xã Mường Chùm,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
130921,04360,Xã Trúc Lâu,1967,Huyện Lục Yên,263,Yên Bái,TBB,20915000,Bưu Cục Km 24 Bảo Ái-Yên Bình-Yên Bái,,,,,
250410,14185,Xã Giao Lạc,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
250806,14074,Xã Trực Cường,3308,Huyện Trực Ninh,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
140302,03832,Xã Chiềng Ân,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
140314,03820,Xã Ngọc Chiến,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
281915,16309,Xã Tế Thắng,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
281930,16333,Xã Vạn Thắng,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
250418,14173,Xã Giao Tiến,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
280721,14986,Xã Thiết Kế,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281908,16321,Xã Minh Nghĩa,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
101117,06454,Xã Sơn Hà,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
280711,14974,Xã Kỳ Tân,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281106,,Xã Quang Hiến,3216,Huyện Lang Chánh,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
130920,04333,Xã Tô Mậu,1967,Huyện Lục Yên,263,Yên Bái,TBB,20915000,Bưu Cục Km 24 Bảo Ái-Yên Bình-Yên Bái,,,,,
1B2314,09838,Xã Minh Khai,1805,Huyện Hoài Đức,201,Hà Nội,HNO,20374000,Bưu Cục 219 Sơn Đồng-Hoài Đức-HN,,,,,
281906,16288,Xã Hoàng Sơn,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
281926,16363,Xã Tượng Lĩnh,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
280720,14938,Xã Thành Sơn,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
280705,14929,Xã Điền Hạ,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
280501,,Thị trấn Quan Sơn,2000,Huyện Quan Sơn,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
440312,25912,Xã Vĩnh Tân,1695,Thành phố Tân Uyên,205,Bình Dương,HCM,22036000,Bưu Cục KP6 Vĩnh Tân-Tân Uyên-Bình Dương,,,,,
400113,24148,Phường Tự An,1552,Thành phố Buôn Ma Thuột,210,Đắk Lắk,TNG,21431000,Bưu Cục 225 Phạm Văn Đồng-Buôn Ma Thuột-Đắk Lắk,,,,,
101109,06445,Xã Hòa Sơn,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
101115,06418,Xã Nhật Tiến,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
251011,14260,Xã Hải Đường,1840,Huyện Hải Hậu,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
280717,14953,Xã Lương Trung,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281102,15058,Xã Đồng Lương,3216,Huyện Lang Chánh,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
281919,16297,Xã Trung Chính,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
80112,02656,Phường Xuân Tăng,1682,Thành phố Lào Cai,269,Lào Cai,TBB,20650000,Bưu Cục 148 Hoàng Quốc Việt-TP.Lào Cai-Lào Cai,,,,,
101104,06424,Xã Đồng Tân,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
101120,06421,Xã Thanh Sơn,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
250404,14170,Xã Bình Hòa,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
251022,14281,Xã Hải Phong,1840,Huyện Hải Hậu,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
90310,,Xã Thượng Giáp,1982,Huyện Na Hang,228,Tuyên Quang,DBB,22886000,Bưu Cục Đường Trần Phú-Xã Nà Hang-Tuyên Quang,,,,,
1B2318,09862,Xã Vân Canh,1805,Huyện Hoài Đức,201,Hà Nội,HNO,20374000,Bưu Cục 219 Sơn Đồng-Hoài Đức-HN,,,,,
101106,06451,Xã Hồ Sơn,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
251027,14272,Xã Hải Sơn,1840,Huyện Hải Hậu,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
140309,03847,Xã Mường Bú,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
101121,,Xã Thiện Kỵ,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
280503,15013,Xã Na Mèo,2000,Huyện Quan Sơn,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
130404,04738,Xã Bảo Ái,2266,Huyện Yên Bình,263,Yên Bái,TBB,20915000,Bưu Cục Km 24 Bảo Ái-Yên Bình-Yên Bái,,,,,
20904,,Phường Long Thạnh Mỹ,1451,Quận 9,202,Hồ Chí Minh,HCM,21296000,Bưu cục Long Thạnh Mỹ-Q9-HCM,,,,,
101111,06388,Xã Hữu Liên,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
280718,,Xã Tân Lập,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
250412,14179,Xã Giao Nhân,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
400119,24166,Xã Hòa Thắng,1552,Thành phố Buôn Ma Thuột,210,Đắk Lắk,TNG,21431000,Bưu Cục 225 Phạm Văn Đồng-Buôn Ma Thuột-Đắk Lắk,,,,,
101123,06391,Xã Yên Bình,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
250419,14197,Xã Giao Xuân,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
280702,14944,Xã Ái Thượng,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
90752,78811,Phường Long Thạnh Mỹ,3695,Thành Phố Thủ Đức,202,Hồ Chí Minh,HCM,21296000,Bưu cục Long Thạnh Mỹ-Q9-HCM,,,,,
250402,14152,Thị trấn Quất Lâm,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
251007,14311,Xã Hải Châu,1840,Huyện Hải Hậu,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
800083,14077,Thị Trấn Ninh Cường,3308,Huyện Trực Ninh,231,Nam Định,TNT,22365000,Bưu Cục Xóm 3-Xã Hải An-Nam Định,,,,,
280504,15022,Xã Sơn Điện,2000,Huyện Quan Sơn,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
280511,14998,Xã Trung Thượng,2000,Huyện Quan Sơn,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
58053,29401,Xã Hòa Lợi,1911,Huyện Châu Thành,214,Trà Vinh,ĐCL,22521000,Bưu Cục Khóm 4 TT Châu Thành-Xã Châu Thành-Trà Vinh,,,,,
140305,03814,Xã Chiềng Lao,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
1B2317,09871,Xã Tiền Yên,1805,Huyện Hoài Đức,201,Hà Nội,HNO,20374000,Bưu Cục 219 Sơn Đồng-Hoài Đức-HN,,,,,
80113,02674,Xã Cam Đường,1682,Thành phố Lào Cai,269,Lào Cai,TBB,20650000,Bưu Cục 148 Hoàng Quốc Việt-TP.Lào Cai-Lào Cai,,,,,
250409,14155,Xã Giao Hương,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
280506,14992,Xã Sơn Lư,2000,Huyện Quan Sơn,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
140304,03850,Xã Chiềng Hoa,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
140301,03808,Thị trấn Ít Ong,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
130410,04747,Xã Mông Sơn,2266,Huyện Yên Bình,263,Yên Bái,TBB,20915000,Bưu Cục Km 24 Bảo Ái-Yên Bình-Yên Bái,,,,,
130922,04372,Xã Trung Tâm,1967,Huyện Lục Yên,263,Yên Bái,TBB,20915000,Bưu Cục Km 24 Bảo Ái-Yên Bình-Yên Bái,,,,,
90312,,Xã Yên Hoa,1982,Huyện Na Hang,228,Tuyên Quang,DBB,22886000,Bưu Cục Đường Trần Phú-Xã Nà Hang-Tuyên Quang,,,,,
800074,06406,Xã Thiện Tân,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
250406,14188,Xã Giao Châu,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
310116,18895,Xã Thuận Đức,1619,Thành phố Đồng Hới,237,Quảng Bình,TTB,21419000,Bưu Cục Phường Bắc Lý-Đồng Hới-Quảng Bình,,,,,
101107,06397,Xã Hòa Bình,1948,Huyện Hữu Lũng,247,Lạng Sơn,XBG,20857000,Bưu Cục QL1A-Hữu Lũng-Lạng Sơn,,,,,
250416,14161,Xã Giao Thiện,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
310502,19114,Thị trấn NT Việt Trung,1858,Huyện Bố Trạch,237,Quảng Bình,TTB,21419000,Bưu Cục Phường Bắc Lý-Đồng Hới-Quảng Bình,,,,,
281911,16285,Xã Tân Thọ,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
250411,14209,Xã Giao Long,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
250420,14194,Xã Giao Yến,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
250421,14167,Xã Hoành Sơn,3193,Huyện Giao Thủy,231,Nam Định,TNT,21704000,Bưu Cục Xóm 4-Giao Yến-Giao Thuỷ-Nam Định,,,,,
280704,14965,Xã Cổ Lũng,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
280709,14935,Xã Điền Trung,2070,Huyện Bá Thước,234,Thanh Hóa,BTB,22456000,Bưu Cục Thôn Quyết Thắng-Xã Thiết Ống-Thanh Hóa,,,,,
580513,29392,Xã Song Lộc,1911,Huyện Châu Thành,214,Trà Vinh,ĐCL,22521000,Bưu Cục Khóm 4 TT Châu Thành-Xã Châu Thành-Trà Vinh,,,,,
140312,03811,Xã Nậm Giôn,3230,Huyện Mường La,266,Sơn La,TBB,22505000,Bưu Cục 36 Đường Tô Hiệu-Xã Mường La-Sơn La,,,,,
281922,16336,Xã Trường Giang,2181,Huyện Nông Cống,234,Thanh Hóa,BTB,20240000,Bưu Cục 339 Đường Lam Sơn-Nông Cống-Thanh Hóa,,,,,
80102,02650,Phường Bắc Lệnh,1682,Thành phố Lào Cai,269,Lào Cai,TBB,20650000,Bưu Cục 148 Hoàng Quốc Việt-TP.Lào Cai-Lào Cai,,,,,
